epoch,train_loss,train_mae,val_mae,val_acc,val_rmse,val_r2,val_nearest_acc
1,0.551702678717416,2.8623017603540655,2.5326378,0.8856931243056413,4.5809455,0.9318795,0.9124331550802139
2,0.36649609419879653,2.4430579261826764,2.2138128,0.9200098753240341,3.889066,0.95090264,0.9264705882352942
3,0.29072691851061555,2.3150220280210374,2.1746242,0.9316133810640662,3.7875748,0.9534317,0.9324866310160428
4,0.24531420736110268,2.2415452798011857,2.208028,0.9439575361066534,3.7431293,0.95451826,0.9378342245989305
5,0.21434473950287392,2.161725029686989,2.0271485,0.9539563016911492,3.649853,0.9567568,0.9358288770053476
