epoch,train_loss,train_mae,val_mae,val_acc,val_rmse,val_r2,val_nearest_acc
1,0.5609516807671251,2.842349442472599,2.4406464,0.8845821503518084,4.4545064,0.935588,0.9211229946524064
2,0.3833906504100767,2.446590251758181,2.377768,0.9148253302061474,4.101314,0.9453974,0.93048128342246
3,0.31840284964427573,2.3378743024295185,2.450515,0.9149487717565733,4.3225727,0.939347,0.9204545454545454
4,0.2700909825014363,2.264746105964548,2.0648463,0.9485248734724108,3.6333575,0.95714676,0.9411764705882353
5,0.22892781058922776,2.194462164458383,2.1277385,0.9448216269596346,3.7542121,0.9542485,0.9371657754010695
