epoch,train_loss,train_mae,val_mae,val_acc,val_rmse,val_r2,val_nearest_acc
1,3.792391527662611,3.3757566822286074,2.7112975,0.8096531292433033,4.9363008,0.92090106,0.8957219251336899
2,2.8089690385280774,2.6357671376694123,2.4313984,0.8197753363782249,4.5053926,0.93410796,0.9090909090909091
3,2.275876640157197,2.20196793935991,1.8749276,0.8614985804221701,3.359209,0.9633696,0.929144385026738
4,1.949758949612913,1.9524647168128464,1.8652158,0.8671768917417603,3.2080197,0.96659267,0.9231283422459893
5,1.7192193243144003,1.7741676520513983,1.7802881,0.8808789038390322,3.0794878,0.96921605,0.929144385026738
6,1.5496984905448083,1.6364442197603213,1.5641167,0.8950746821380077,2.6568909,0.97708523,0.94451871657754
7,1.4149689868555215,1.5274758046927153,1.4383721,0.9072953956301691,2.3921974,0.9814236,0.9438502673796791
8,1.1289139820135186,1.277062613588651,1.172841,0.9198864337736082,1.9106573,0.9881496,0.9471925133689839
9,1.000471307042786,1.1620756740667597,1.123844,0.9212442908282928,1.8260354,0.98917603,0.9498663101604278
10,0.9348464815222377,1.1050606959408995,1.0688713,0.9226021478829775,1.735102,0.9902272,0.9498663101604278
11,0.8759037022258097,1.0528324038715653,1.036145,0.9235896802863844,1.6714889,0.9909307,0.9545454545454546
12,0.8250040504741751,1.0051687440301116,0.9985671,0.924947537341069,1.635184,0.9913204,0.9558823529411765
13,0.7695005325597751,0.9536508036223816,0.970429,0.9301320824589557,1.5440387,0.992261,0.9545454545454546
14,0.7224803886731133,0.9128896781028111,0.94324136,0.9307492902110851,1.5529208,0.9921717,0.9451871657754011
15,0.661570850945183,0.8526733446555986,0.91076714,0.931860264164918,1.5051091,0.99264634,0.9532085561497327
16,0.6395686130296896,0.8307547610254932,0.9003025,0.931860264164918,1.4878602,0.99281394,0.9545454545454546
17,0.627310231926554,0.8178852720910426,0.9026456,0.9337118874213061,1.4846561,0.9928448,0.9525401069518716
18,0.6161198566455216,0.807130246590722,0.90606314,0.9342056536230096,1.4841708,0.9928495,0.9545454545454546
19,0.6041571524576227,0.7976200415942397,0.8972593,0.9344525367238613,1.4665868,0.993018,0.9565508021390374
20,0.6045925055468476,0.7957181150893262,0.8908754,0.9349463029255648,1.4563214,0.99311537,0.9532085561497327
