epoch,train_loss,train_mae,val_mae,val_acc,val_rmse,val_r2,val_nearest_acc
1,4.328778775676005,3.59829577502504,2.9710612,0.7739785211702259,5.8840094,0.8876135,0.8803475935828877
2,3.280859618688699,2.9699452887502664,2.6920927,0.8078015059869152,5.0533614,0.917105,0.8803475935828877
3,2.8933688320215847,2.6762977070911815,2.3468764,0.8249598814961115,4.336674,0.93895066,0.8897058823529411
4,2.592098810391922,2.4396883953728072,2.1724896,0.8397728675472164,3.7835295,0.95353115,0.9044117647058824
5,2.3698753971310893,2.2706497572454225,1.9546531,0.8602641649179114,3.5091832,0.9600258,0.9151069518716578
6,2.174234136094478,2.115276176480603,1.7291361,0.8866806567090483,3.0194542,0.97040457,0.9177807486631016
7,1.9473326270835278,1.9461618486503593,1.797835,0.8850759165535119,3.2200494,0.9663417,0.9231283422459893
8,1.6330081561094671,1.6891562915776621,1.4555467,0.9089001357857055,2.533942,0.979157,0.928475935828877
9,1.5008817681865543,1.5910464919747362,1.3877115,0.9135909147018887,2.3692837,0.9817778,0.9251336898395722
10,1.4202044524689388,1.5264476197673043,1.3416137,0.9154425379582768,2.308411,0.9827021,0.9311497326203209
11,1.3319342304122102,1.454210086856469,1.2970964,0.917170719664239,2.2421076,0.9836815,0.928475935828877
12,1.266378053336851,1.3957585991016452,1.2276942,0.922108381681274,2.1054661,0.9856099,0.929144385026738
13,1.1786269629424637,1.320940779664353,1.1989446,0.9277866930008641,2.0181625,0.9867785,0.9324866310160428
14,1.1093666663144597,1.2634834146017861,1.1416017,0.9290211085051229,1.970529,0.9873953,0.9358288770053476
15,1.02367126835926,1.1840374325078482,1.1062684,0.9263053943957537,1.9100751,0.9881568,0.9391711229946524
16,0.9885565632813784,1.1530847974220715,1.0935208,0.9281570176521418,1.880832,0.9885167,0.9405080213903744
17,0.9756557004110399,1.1403536820952207,1.0916972,0.9277866930008641,1.890336,0.98840034,0.9385026737967914
18,0.9699028200736594,1.1383845718874022,1.0774412,0.9287742254042711,1.8410116,0.98899776,0.9385026737967914
19,0.9488884907393927,1.117912673976634,1.0692836,0.9280335761017159,1.8315219,0.9891109,0.9418449197860963
20,0.9383242309108164,1.1055669918795887,1.0638701,0.9309961733119368,1.8339401,0.98908216,0.9411764705882353
