epoch,train_loss,train_mae,val_mae,val_acc,val_rmse,val_r2,val_nearest_acc
1,3.6675832836483426,3.282418558490635,2.609736,0.819651894827799,5.076003,0.9163605,0.8870320855614974
2,2.661716563558273,2.5157080854084057,2.1532826,0.8450808542155289,3.993917,0.9482196,0.9144385026737968
3,2.2508740867811685,2.1882561313042563,1.9941007,0.8655721515862239,3.729873,0.9548398,0.9197860962566845
4,1.9263125159518362,1.941125746193985,1.8138803,0.8919886433773608,3.0917778,0.9689698,0.9311497326203209
5,1.7228668976911128,1.7845086100772427,1.6221725,0.8937168250833231,2.734808,0.97572154,0.9344919786096256
6,1.5485749888766747,1.6421837205073704,1.4568605,0.9043327984199482,2.504128,0.97964454,0.9431818181818182
7,1.4092231360987058,1.5250614085856655,1.4635799,0.9066781878780398,2.5136511,0.97948945,0.9378342245989305
8,1.1226999176846988,1.2823766282828,1.1435769,0.9253178619923467,1.856509,0.9888118,0.946524064171123
9,0.991759906303066,1.1624667796817185,1.090288,0.9251944204419208,1.7854625,0.9896517,0.94451871657754
10,0.9173486140075137,1.093472047252218,1.0651816,0.9255647450931984,1.7564188,0.98998564,0.945855614973262
11,0.8559039139862188,1.0378361541452874,1.0057065,0.9297617578076781,1.6339445,0.99133354,0.946524064171123
12,0.7951498422982834,0.9814945087607945,0.98232603,0.9280335761017159,1.6307156,0.99136776,0.9471925133689839
13,0.7445064822166879,0.9342793328912461,0.9564702,0.9301320824589557,1.578706,0.9919096,0.9518716577540107
14,0.7017835198533012,0.8936854074628792,0.92377913,0.9353166275768424,1.504953,0.9926479,0.9478609625668449
15,0.634942867486068,0.8253653923562737,0.891622,0.9364276015306753,1.4661446,0.99302214,0.9485294117647058
16,0.6120684429077811,0.8039430079200457,0.8797229,0.9365510430811012,1.4602748,0.99307793,0.9491978609625669
17,0.6004173544576569,0.7908116378415213,0.86582243,0.9369213677323788,1.4386792,0.9932811,0.9512032085561497
18,0.5928090271646016,0.7858073838888688,0.86685294,0.9380323416862115,1.4411193,0.99325836,0.9498663101604278
19,0.5873928208577921,0.7806111239723057,0.86608136,0.9380323416862115,1.4339921,0.9933249,0.9512032085561497
20,0.5757563251243724,0.7680240723374678,0.8530335,0.9372916923836564,1.4135913,0.9935134,0.9485294117647058
